,anio,elec,partido,votos,censo
3245,2019,Concejo,COALICINALIANZAPORLADIGNIDADDELPUEBLO,853,26186
3246,2019,Concejo,COALICINALIANZAPORLAMONIQUIRQUEQUEREMOS,530,17436
3247,2019,Concejo,COALICINALIANZAPORMARINILLA,1613,6110
3248,2019,Concejo,COALICINALIANZASOCIALINDEPENDIENTEPARTIDOMIRA,37922,83348
3249,2019,Concejo,COALICINALTERNATIVA,7620,11166
3250,2019,Concejo,COALICINALTERNATIVACARTAGENA,16316,14882
3251,2019,Concejo,COALICINALTERNATIVAELPAUJIL,355,11002
3252,2019,Concejo,COALICINALTERNATIVAGUTICA,207,6778
3253,2019,Concejo,COALICINALTERNATIVAPORGIRARDOT,158,9859
3254,2019,Concejo,COALICINALTERNATIVAPORLAPAZ,211,6951
3255,2019,Concejo,COALICINALTERNATIVAPORPUERTOLPEZ,282,18062
3256,2019,Concejo,COALICINALTERNATIVAPORPURIFICACIN,269,15757
3257,2019,Concejo,COALICINALTERNATIVAPUERTORICO,192,15388
3258,2019,Concejo,COALICINALTERNATIVOS,1163,4506
3259,2019,Concejo,COALICINBARRANQUILLAHUMANA,26780,11879
3260,2019,Concejo,COALICINBUGAHUMANA,1158,3766
3261,2019,Concejo,COALICINCALIMAENBUENASMANOS,442,10653
3262,2019,Concejo,COALICINCAMBIEMOS,1287,14643
3263,2019,Concejo,COALICINCAMBIORADICALMIRA,65447,39752
3264,2019,Concejo,COALICINCAMPOALEGREHUMANOYSOLIDARIO,971,9188
3265,2019,Concejo,COALICINCHINCHIN,810,10114
3266,2019,Concejo,COALICINCIUDADANAPORCARTAGO,1690,5180
3267,2019,Concejo,COALICINCOLOMBIAHUMANAPOLO,232,16824
3268,2019,Concejo,COALICINCOLOMBIAJUSTALIBRESPARTIDOMIRA,1643,3766
3269,2019,Concejo,COALICINCONCIENCIA,1223,6495
3270,2019,Concejo,COALICINCONSCIENTESSALENTO,449,5202
3271,2019,Concejo,COALICINCONVEREGENCIADEMOCRTICAPORQUINCHA,1135,9780
3272,2019,Concejo,COALICINCONVERGENCIA,11067,20486
3273,2019,Concejo,COALICINCONVERGENCIAALTERNATIVA,325,10114
3274,2019,Concejo,COALICINCONVERGENCIAALTERNATIVAPORRIOHACHA,3514,8941
3275,2019,Concejo,COALICINCONVERGENCIAALTERNATIVAPORSUCRE,3374,7115
3276,2019,Concejo,COALICINCONVERGENCIABUGALAGRANDEHUMANA,272,11307
3277,2019,Concejo,COALICINCONVERGENCIACANDELARIA,1062,4037
3278,2019,Concejo,COALICINCONVERGENCIADEMOCRTICASANTAMARTA,9755,6391
3279,2019,Concejo,COALICINCONVERGENCIAHUMANA,12415,7529
3280,2019,Concejo,COALICINCONVERGENCIAMAGANGUDECENTE,582,4519
3281,2019,Concejo,COALICINCONVERGENCIAMAISFLORIDA,1987,6616
3282,2019,Concejo,COALICINCONVERGENCIAPALMIRAHUMANA,2064,5963
3283,2019,Concejo,COALICINCONVERGENCIAPORELTAMBO,705,10112
3284,2019,Concejo,COALICINCONVERGENCIAPORPLANETARICA,597,9735
3285,2019,Concejo,COALICINCONVERGENCIAPORUNANUEVACIUDAD,629,4086
3286,2019,Concejo,COALICINCONVERGENCIAUNIDOSPORLAPAZYELPROGRESODEPASCA,291,7914
3287,2019,Concejo,COALICINCOYAIMADIGNALUCHEMOSUNIDOS,435,12338
3288,2019,Concejo,COALICINDECENTES,516,14349
3289,2019,Concejo,COALICINDECENTESFLORIDABLANCA,1367,16222
3290,2019,Concejo,COALICINDECENTESPIEDECUESTA,731,12533
3291,2019,Concejo,COALICINELCERRITOHUMANOCONVERGENCIA,689,8928
3292,2019,Concejo,COALICINELFUTUROLOSCONSTRUIMOSJUNTOS,456,7520
3293,2019,Concejo,COALICINELMEJORCAMINOEN100AOS,415,5112
3294,2019,Concejo,COALICINESTAMOSUNIDOSPORSUREZ,1284,8945
3295,2019,Concejo,COALICINFUTURO,368,9290
3296,2019,Concejo,COALICINGRANCOALICINPORFLORIDA,994,6616
3297,2019,Concejo,COALICINGUAITARILLADECENTE,369,7640
3298,2019,Concejo,COALICINHAGAMOSEQUIPOXMESETAS,359,7020
3299,2019,Concejo,COALICINICONONZODIGNO,336,7455
3300,2019,Concejo,COALICINITUANGO,681,10968
3301,2019,Concejo,COALICINLATEBAIDADIFERENTE,1358,7815
3302,2019,Concejo,COALICINLISTADELAESPERANZA,670,7567
3303,2019,Concejo,COALICINLISTADELOSDECENTES,2170,11074
3304,2019,Concejo,COALICINMARMATOINDEPENDIENTE,436,2011
3305,2019,Concejo,COALICINMONTENEGRODIFERENTE,892,4644
3306,2019,Concejo,COALICINMOVIMIENTOPARTICIPACINCIUDADANA,201,9007
3307,2019,Concejo,COALICINNEIVAHUMANAYALTERNATIVA,10923,11905
3308,2019,Concejo,COALICINNUEVAFUERZAALTERNATIVA,216,10810
3309,2019,Concejo,COALICINOCAASOLIDARIAYENPAZ,1175,5629
3310,2019,Concejo,COALICINPARTCONSERVADORCOLPARTPOLTICOMIRA,46935,120253
3311,2019,Concejo,COALICINPARTIDOALIANZAVERDEPARTIDOMIRA,6691,18101
3312,2019,Concejo,COALICINPARTIDOCENTRODEMOCRTICOPARTIDOMIRA,134517,360012
3313,2019,Concejo,COALICINPARTIDOCOLOMBIAHUMANAUPPOLODEMOCRTICO,3134,7774
3314,2019,Concejo,COALICINPARTIDODELAUPARTIDOMIRA,26435,61845
3315,2019,Concejo,COALICINPORLAPAZYLADEMOCRACIA,641,8226
3316,2019,Concejo,COALICINPORUNAFUNZAMSHUMANA,1429,8720
3317,2019,Concejo,COALICINQUEREMOS,21201,16868
3318,2019,Concejo,COALICINSANDONALTERNATIVAYHUMANA,319,11082
3319,2019,Concejo,COALICINSOACHAHUMANAYALTERNATIVA,7740,8495
3320,2019,Concejo,COALICINSOCIAL,535,14491
3321,2019,Concejo,COALICINSOMOS,994,12080
3322,2019,Concejo,COALICINSOMOSALIANZAPORQUILICHAO,1206,13326
3323,2019,Concejo,COALICINSOMOSLAALTERNATIVA,2957,7354
3324,2019,Concejo,COALICINSOMOSMALAMBO,1151,12745
3325,2019,Concejo,COALICINTODOSPORUNPUERTOCAICEDODIGNO,316,6525
3326,2019,Concejo,COALICINTODOSSOMOSSANGIL,1518,1601
3327,2019,Concejo,COALICINTUNJA,3069,10781
3328,2019,Concejo,COALICINUNIDADPORALGECIRAS,710,14180
3329,2019,Concejo,COALICINUNIDOSPORMARIALABAJA,523,6098
3330,2019,Concejo,COALICINUNIDOSPORPUENTENACIONAL,1374,9429
3331,2019,Concejo,COALICINUNIDOSSALVAMOSALRIDA,494,13008
3332,2019,Concejo,COALICINUNMONOSPORCIRCASIA,944,6227
3333,2019,Concejo,COALICINVENADILLO,155,9527
3334,2019,Concejo,COALICINVENGAESAMANOPUEBLO,358,5399
3335,2019,Concejo,COALICINVILLAMARAALTERNATIVA,768,3030
3336,2019,Concejo,COALICINVITERBOINDEPENDIENTE,253,12655
3337,2019,Concejo,COALJUNTOSPORAIPE,354,12785
3338,2019,Concejo,COALJUNTOSPORMARSELLA,385,12994
3339,2019,Concejo,COALJUNTOSPOROBANDO,1176,8993
3340,2019,Concejo,COALJUNTOSPORPOPAYN,7451,8513
3341,2019,Concejo,COALNEIRAALTERNATIVA,556,13628
3342,2019,Concejo,COALOVEJASMSHUMANA,187,13833
3343,2019,Concejo,COALPARTCAMBIORADICALPARTPOLITCOMIRA,3696,5773
3344,2019,Concejo,COALPARTIDOPOLMIRAPARTIDOALIANZAVERDE,2506,9277
3345,2019,Concejo,COALPARTIDOPOLTICOMIRAPARTIDODELAU,2040,15090
3346,2019,Concejo,COALPARTMIRAPARTCOLOMBIAJUSTALIBRES,15051,39762
3347,2019,Concejo,COALPARTPOLTICOMIRAPARTCONSERVADORCOL,1839,30478
3348,2019,Concejo,COALPARTPOLTICOMIRAPARTIDOCAMBIORADICAL,4058,45221
3349,2019,Concejo,COALPCONSERVADORCOLPPOLTICOMIRA,384,5181
3350,2019,Concejo,COALPOPAYNSOMOSTODOS,3399,8513
3351,2019,Concejo,COALPORELPROGRESODEGRANADASOMOSELCAMBIO,1120,9131
3352,2019,Concejo,COALPORLADIGNIDADDEBOSCONIA,169,9862
3353,2019,Concejo,COALPORLAESPERANZA,4166,9041
3354,2019,Concejo,COALPORLAVIDALAPAZYELTERRITORIO,1009,5260
3355,2019,Concejo,COALPORUNCHAPARRALDETODOS,353,6141
3356,2019,Concejo,COALPORVILLAHERMOSA,300,5113
3357,2019,Concejo,COALPPOLTICOMIRAPCENTRODEMOCRTICO,4016,10227
3358,2019,Concejo,COALPRIMERONATAGAIMA,460,12820
3359,2019,Concejo,COALPROGRESOPARAYOND,160,10463
3360,2019,Concejo,COALRISARALDASOYYO,198,8824
3361,2019,Concejo,COALSARAVENADECENTE,1201,9406
3362,2019,Concejo,COALTIBASOSAPRIMERO,340,8996
3363,2019,Concejo,COALUNIDADALTERNATIVA,11691,13967
3364,2019,Concejo,COALUNIDADLEGUIZAMEA,297,11455
3365,2019,Concejo,COALUNIDADPORBELLO,4594,5479
3366,2019,Concejo,COALUNIDADPORGARZN,644,8016
3367,2019,Concejo,COALUNIDADPORLAPLATA,1048,2529
3368,2019,Concejo,COALUNIDOSPORMONTERA,10024,11876
3369,2019,Concejo,CPARTIDOPOLMIRAMOVIMIENTOAICO,1939,7344
3370,2019,Concejo,CPARTIDOPOLMIRAMOVIMIENTOMAIS,231,5369
3371,2019,Concejo,CPARTIDOPOLMIRAPARTIDOASI,5975,46578
3372,2019,Concejo,CPCENDEMOPPOLMIRAPCONSERV,320,5202
3373,2019,Concejo,CPCONSERVADORCOLPARTIDOPOLMIRA,35484,55979
3374,2019,Concejo,CPCONSERVADORCOLPPOLTICOMIRA,23204,41738
3375,2019,Concejo,CPLIBERALCOLOMBIANOPPOLTICOMIRA,8050,24220
3376,2019,Concejo,CPPOLTICOMIRAMAISPPOLODEMOCRTICOALIANZAVERDE,1063,13536
3377,2019,Concejo,GSCACCINSOGAMOSO,3965,11074
3378,2019,Concejo,GSCALIANZAPORIPIALES,6502,3622
3379,2019,Concejo,GSCALTERNATIVADEMOCRTICA,3070,16908
3380,2019,Concejo,GSCARAUCAESREAL,3134,13805
3381,2019,Concejo,GSCAVANCEMOS,2136,6110
3382,2019,Concejo,GSCAVANCEMOSMAGDALENAMEDIOSONSONEO,511,5432
3383,2019,Concejo,GSCAVANZATAURAMENA,995,14491
3384,2019,Concejo,GSCAVANZAYACOP,1307,6096
3385,2019,Concejo,GSCBARRIOSUNIDOSPORSANMARTNBUSPORUNCONCEJONUEVO,676,17637
3386,2019,Concejo,GSCBIENESTARYUNIDADSOCIALBUS,4464,5267
3387,2019,Concejo,GSCBOGOTPARALAGENTE,108133,34975
3388,2019,Concejo,GSCCALDASPARATODOS,2035,7829
3389,2019,Concejo,GSCCHAALIANZADETODOS,2689,8572
3390,2019,Concejo,GSCCHASEGURA,2749,8572
3391,2019,Concejo,GSCCIUDADANOSPORELCAMBIO,8803,16908
3392,2019,Concejo,GSCCIVICOSAL100,8641,5267
3393,2019,Concejo,GSCCODAZZIHONESTOBUENORESPONSABLE,2167,9195
3394,2019,Concejo,GSCCOMPROMETIDOSCONLAESPERANZA,3851,8397
3395,2019,Concejo,GSCCOMPROMISOCIUDADANOCHA,906,8572
3396,2019,Concejo,GSCCOMPROMISOCIUDADANOCOTA,488,9006
3397,2019,Concejo,GSCCOMPROMISOCIUDADANOPORPASTO,8570,7869
3398,2019,Concejo,GSCCOMPROMISOCIUDADANOTOCANCIP,1066,14257
3399,2019,Concejo,GSCCOMUNALESPORFLORIDABLANCA,2319,16222
3400,2019,Concejo,GSCCOMUNALESPRESENTE,303,13836
3401,2019,Concejo,GSCCONSTRUYENDOCONFIANZA,2326,4826
3402,2019,Concejo,GSCCONSTRUYENDOFUTURO,641,1466
3403,2019,Concejo,GSCCOPACABANA2020PARALAGENTE,1932,930
3404,2019,Concejo,GSCCOPACABANASOCIAL,1380,930
3405,2019,Concejo,GSCCOTENSEDECORAZN,584,9006
3406,2019,Concejo,GSCCREO,2881,4847
3407,2019,Concejo,GSCDECORAZNPORCHA,3445,8572
3408,2019,Concejo,GSCDOSQUEBRADASSESPOSIBLE,4108,2879
3409,2019,Concejo,GSCEDUCANDOANDO,1751,7344
3410,2019,Concejo,GSCELCORAZNDELVALLECONCEJO,4493,14039
3411,2019,Concejo,GSCELMONO,1979,6391
3412,2019,Concejo,GSCEQUIPOAZUL,18821,14039
3413,2019,Concejo,GSCESPERANZAYFUTUROUNIDOSLOLOGRAREMOS,1259,8720
3414,2019,Concejo,GSCESTAMOSLISTASMOVIMIENTOPOLTICODEMUJERES,27990,12131
3415,2019,Concejo,GSCFIRMEPORIBAGU,12736,8957
3416,2019,Concejo,GSCFIRMESCONELZULIA,1509,17973
3417,2019,Concejo,GSCFIRMESPORCHIGOROD,856,8037
3418,2019,Concejo,GSCFORTALECIENDOFACATATIV,1298,8922
3419,2019,Concejo,GSCFUERZACIUDADANANEIVA,7794,11905
3420,2019,Concejo,GSCFUERZADEMOCRTICA,501,5721
3421,2019,Concejo,GSCHAGAMOSCIUDADANAPORBUCARAMANGA,16403,8263
3422,2019,Concejo,GSCIMPULSAMOSLOPOSITIVO,2853,9195
3423,2019,Concejo,GSCINDEPENDIENTE,17120,6391
3424,2019,Concejo,GSCITAGSOMOSTODOS,8384,14578
3425,2019,Concejo,GSCJUNTOSPORIBAGU,10445,8957
3426,2019,Concejo,GSCJUNTOSPORLAESTRELLA,933,4847
3427,2019,Concejo,GSCJUNTOSPORYUMBO,6061,4955
3428,2019,Concejo,GSCJVENESADELANTEFACATATIV,1878,8922
3429,2019,Concejo,GSCLADIFERENCIAGRUPOSIGNIFICATIVO,1804,9195
3430,2019,Concejo,GSCLANUEVAFUERZA,6270,10497
3431,2019,Concejo,GSCLATIMOSMOVIMIENTOCVICOPORTUNJA,6975,10781
3432,2019,Concejo,GSCLDERESPAMPLONA,1637,7906
3433,2019,Concejo,GSCLIDERA,5012,6157
3434,2019,Concejo,GSCLIGADEGOBERNANTESANTICORRUPCIN,12057,71523
3435,2019,Concejo,GSCLIGALIGADEGOBERNANTESANTICORRUPCIN,39135,8263
3436,2019,Concejo,GSCLRIDAAVANZAFIRMECONGARCA,347,13008
3437,2019,Concejo,GSCMAGANGUREVOLUCINCOMUNITARIA,6523,4519
3438,2019,Concejo,GSCMAR,1946,6157
3439,2019,Concejo,GSCMARINILLACONFUTURO,1396,6110
3440,2019,Concejo,GSCMARINILLAEMPRENDEDORA,1183,6110
3441,2019,Concejo,GSCMEJORGACHANCIPSEGURASOCIALYPRSPERA,545,10527
3442,2019,Concejo,GSCMICHOACH,827,11173
3443,2019,Concejo,GSCMOVIMIENTO100VENADISTA,671,9527
3444,2019,Concejo,GSCMOVIMIENTOACTIVOSOCIALMAS,103,2131
3445,2019,Concejo,GSCMOVIMIENTOALTERNATIVADEMOCRTICA,5498,8263
3446,2019,Concejo,GSCMOVIMIENTOCIUDADANOCAMBIEMOSPASTOPRIMERO,15541,7869
3447,2019,Concejo,GSCMOVIMIENTOCIUDADANOVAMOSVALLEDUPAR,4595,14039
3448,2019,Concejo,GSCMOVIMIENTOCOMPROMISOCIUDADANOLAESTRELLA,326,4847
3449,2019,Concejo,GSCMOVIMIENTOCVICOCAIZALISTAS,4460,7982
3450,2019,Concejo,GSCMOVIMIENTOCVICOINDEPENDIENTEMCI,1122,4911
3451,2019,Concejo,GSCMOVIMIENTOCVICOTERESTURBO,2459,10026
3452,2019,Concejo,GSCMOVIMIENTODEMOCRTICOAGUSTNAGUALONGOMODA,5031,7869
3453,2019,Concejo,GSCMOVIMIENTODERENOVACINLIBERALFRONTINO,678,11313
3454,2019,Concejo,GSCMOVIMIENTODEUNIDADSOCIALYDEMOCRTICO,1604,4462
3455,2019,Concejo,GSCMOVIMIENTOINDEPENDIENTETRIUNFOUNIDOT,2316,4550
3456,2019,Concejo,GSCMOVIMIENTOPACFICODELAALTAMONTAA,853,6439
3457,2019,Concejo,GSCMOVIMIENTOPARTICIPATIVOCOMUNITARIO,1018,4472
3458,2019,Concejo,GSCMOVIMIENTOPOLTICOLLENOSDEFE,5387,10026
3459,2019,Concejo,GSCMOVIMIENTOPOPULARINDEPENDIENTEMPI,1112,6339
3460,2019,Concejo,GSCMOVIMIENTOPOPULARINDGENAMPI,654,14379
3461,2019,Concejo,GSCMOVIMIENTORENACERPORUNTENJODEOPORTUNIDADESRETO,343,14269
3462,2019,Concejo,GSCMOVIMIENTOSOCIALCVICOYDEPORTIVOSOMOSNOBSA,623,10300
3463,2019,Concejo,GSCMSPORCAJIC,1839,5379
3464,2019,Concejo,GSCNEIVAPRIMERO,15107,11905
3465,2019,Concejo,GSCNETE,228,16516
3466,2019,Concejo,GSCNUEVACIUDADANA,4024,8397
3467,2019,Concejo,GSCOPCINCRISTIANA,1780,15454
3468,2019,Concejo,GSCPAIPAIDEAL,2540,7334
3469,2019,Concejo,GSCPALANTEOROCU,740,6383
3470,2019,Concejo,GSCPARTICIPACINCOMUNITARIA,446,8355
3471,2019,Concejo,GSCPASINPORGUARNE,3033,8002
3472,2019,Concejo,GSCPENSANDOENGRANDEPORSANTAMARTA,12378,6391
3473,2019,Concejo,GSCPENSILVANIAPRIMERO,2762,9179
3474,2019,Concejo,GSCPORTIVALLEDUPARCONCEJO,16711,14039
3475,2019,Concejo,GSCPRIMEROGIRARDOTA,2777,6495
3476,2019,Concejo,GSCPRIMEROPEREIRA,12484,9242
3477,2019,Concejo,GSCPRIMEROPURIFICACIN,609,15757
3478,2019,Concejo,GSCPROGRESAAGUACHICA,3162,6157
3479,2019,Concejo,GSCPROGRESOPARAVILLADELROSARIO,2177,9319
3480,2019,Concejo,GSCREMEDIOSPOSIBLE,554,11204
3481,2019,Concejo,GSCRENOVACINTUMACO,2623,7205
3482,2019,Concejo,GSCSALVEMOSAPIEDECUESTA,1783,12533
3483,2019,Concejo,GSCSIEMPREPORSUREZ,185,3535
3484,2019,Concejo,GSCSIEMPREUNIDOSPORGARZN,666,8016
3485,2019,Concejo,GSCSIMIJACADECIDE,286,9496
3486,2019,Concejo,GSCSINCAMPONOHAYCIUDAD,3415,16222
3487,2019,Concejo,GSCSOMOSELCAMBIO,1426,10368
3488,2019,Concejo,GSCSOMOSENVIGADO,9884,14105
3489,2019,Concejo,GSCSOMOSMESITAS,2203,18595
3490,2019,Concejo,GSCSOMOSSABANETA,5545,9184
3491,2019,Concejo,GSCSUBACHOQUESIEMPRESEGURO,914,10509
3492,2019,Concejo,GSCSUMASOCIEDADUNIDAUNMODELODEAVANCE,419,5369
3493,2019,Concejo,GSCSUMEMOS,9665,5267
3494,2019,Concejo,GSCTESALIAPROGRESADEVERDAD,455,6247
3495,2019,Concejo,GSCTOCANCIPELMOMENTOESAHORA,1357,14257
3496,2019,Concejo,GSCTODOPORIBAGUE,6492,8957
3497,2019,Concejo,GSCTODOSPORCCUTA,24572,16908
3498,2019,Concejo,GSCTODOSPORELCAMBIO,1203,5914
3499,2019,Concejo,GSCTODOSPORSANTAMARTA,3916,6391
3500,2019,Concejo,GSCTODOSUNIDOSPORGALAPA,549,4439
3501,2019,Concejo,GSCTRABAJADORESBANANEROSNUEVAALTERNATIVA,2519,7982
3502,2019,Concejo,GSCTRANSFORMANDOELTERRITORIO,930,7549
3503,2019,Concejo,GSCTRANSFORMEMOSNEIVA,8219,11905
3504,2019,Concejo,GSCTURBOTIERRADETODOS,3541,10026
3505,2019,Concejo,GSCUNIDOSPORALEJANDRA,728,4510
3506,2019,Concejo,GSCUNIDOSPORCUBARRAL,638,5181
3507,2019,Concejo,GSCUNIDOSPORCURUMAN,2144,7280
3508,2019,Concejo,GSCUNIDOSPORELCAMBIO,3385,5496
3509,2019,Concejo,GSCUNIDOSPORELCARMEN,418,9007
3510,2019,Concejo,GSCUNIDOSPORELPEOL,1059,16516
3511,2019,Concejo,GSCUNIDOSPORSABANETA,626,9184
3512,2019,Concejo,GSCUNINCVICAPORAGUAZUL,1261,6821
3513,2019,Concejo,GSCUNIONAFROCOLOMBIANO,328,15825
3514,2019,Concejo,GSCVAMOSGUATAP,737,6946
3515,2019,Concejo,GSCYOSOYSANCARLOS,232,11313
3516,2019,Concejo,GSCZARZALSOYYOVISINCONFUTURO,2684,4764
3517,2019,Concejo,GSCZETAQUIRUNIDAMEJORALTERNATIVAZUMA,368,4078
3518,2019,Concejo,INDEPENDIENTES,62298,12131
3519,2019,Concejo,MOVIMIENTOALTERNATIVOINDGENAYSOCIAL,803737,4892522
3520,2019,Concejo,MOVIMIENTOAUTORIDADESINDGENASDECOLOMBIAAICO,648778,3637177
3521,2019,Concejo,MOVIMIENTOCIUDADANAPARTICIPATIVA,1040,12533
3522,2019,Concejo,MOVIMIENTOPOLTICOVILLANUEVAMA,1579,19060
3523,2019,Concejo,MOVIMIENTORENOVACIONMUNICIPAL,1310,18062
3524,2019,Concejo,MOVIMIENTOSOCIALTAREADETODOS,4454,5267
3525,2019,Concejo,MOVIMIENTOWILLISTA,4866,10026
3526,2019,Concejo,PARTIDOADA,294433,2365322
3527,2019,Concejo,PARTIDOALIANZASOCIALINDEPENDIENTEASI,1072602,5322780
3528,2019,Concejo,PARTIDOALIANZAVERDE,1826525,5756018
3529,2019,Concejo,PARTIDOCAMBIORADICAL,2117129,6805938
3530,2019,Concejo,PARTIDOCENTRODEMOCRTICO,1562594,5936706
3531,2019,Concejo,PARTIDOCOLOMBIAHUMANAUNINPATRITICA,100186,1549482
3532,2019,Concejo,PARTIDOCOLOMBIAJUSTALIBRES,340782,3521611
3533,2019,Concejo,PARTIDOCOLOMBIARENACIENTE,550836,3579898
3534,2019,Concejo,PARTIDOCONSERVADORCOLOMBIANO,2097420,6669339
3535,2019,Concejo,PARTIDODEREIVINDICACINTNICAPRE,149640,1542040
3536,2019,Concejo,PARTIDOFUERZAALTERNATIVAREVOLUCIONARIADELCOMNFARC,38196,510141
3537,2019,Concejo,PARTIDOLIBERALCOLOMBIANO,2645109,6841306
3538,2019,Concejo,PARTIDOPOLODEMOCRTICOALTERNATIVO,471204,2368360
3539,2019,Concejo,PARTIDOPOLTICOMIRA,219970,1288623
3540,2019,Concejo,PARTIDOSOCIALDEUNIDADNACIONALPARTIDODELAU,2020146,6954896
3541,2019,Concejo,TODOSJUNTOS,27691,12131
3542,2019,Concejo,VISINZIPAQUIR,1812,10523
3543,2019,Concejo,VOTOSENBLANCO,1646725,7557325
3544,2019,Concejo,VOTOSNOMARCADOS,924938,7556124
3545,2019,Concejo,VOTOSNULOS,760677,7556230
3546,2019,Gobernacin,COALASIESELPUTUMAYOTIERRADEPAZ,38860,97935
3547,2019,Gobernacin,COALCASANAREDIGNOPROGRESISTAYSOSTENIBLE,1541,98078
3548,2019,Gobernacin,COALICINADELANTEMIGUAJIRA,78696,145126
3549,2019,Gobernacin,COALICINALIANZAPORELCESAR,279908,252238
3550,2019,Gobernacin,COALICINALVAROLENSABECOMOES,18039,35045
3551,2019,Gobernacin,COALICINAMAZONASSPODEMOS,6389,19488
3552,2019,Gobernacin,COALICINBOLVARALTERNATIVO,31116,320284
3553,2019,Gobernacin,COALICINCAMBIANDOELTOLIMA,158234,343945
3554,2019,Gobernacin,COALICINCAUCAPARALAVIDA,46839,307070
3555,2019,Gobernacin,COALICINCOLOMBIAHUMANAATLNTICO,191972,215865
3556,2019,Gobernacin,COALICINCONVERGENCIAALTERNATIVAPORSUCRE,21720,208735
3557,2019,Gobernacin,COALICINCRDOBATIENEFUTURO,298310,294203
3558,2019,Gobernacin,COALICINCUNDINAMARCAALTERNATIVA,58987,828385
3559,2019,Gobernacin,COALICINDIGNIDADSANTANDEREANA,331391,391952
3560,2019,Gobernacin,COALICINESAHORA,201508,307070
3561,2019,Gobernacin,COALICINESELMOMENTODEANTIOQUIA,834558,978083
3562,2019,Gobernacin,COALICINGENERANDOCONFIANZAPORUNMEJORCHOC,73558,126752
3563,2019,Gobernacin,COALICINGRANALIANZAPORBOYAC,395513,539667
3564,2019,Gobernacin,COALICINGRANCUNDINAMARCA,634470,828385
3565,2019,Gobernacin,COALICINGSCSIEMPRESANTANDERPARTIDOCONSERVADOR,382362,391952
3566,2019,Gobernacin,COALICINHAGAMOSGRANDEALMETA,153471,209995
3567,2019,Gobernacin,COALICINHUILACRECE,237386,315046
3568,2019,Gobernacin,COALICINJUNTOSESMOMENTO,171305,539667
3569,2019,Gobernacin,COALICINJUNTOSPORCASANARE,85635,99850
3570,2019,Gobernacin,COALICINJUNTOSPORELAMAZONAS,17656,38976
3571,2019,Gobernacin,COALICINKAMBIOVERDADERO,54698,252238
3572,2019,Gobernacin,COALICINLACLAVEESLAGENTE,692723,215865
3573,2019,Gobernacin,COALICINLAGRANALIANZAPORUNACUNDINAMARCALDER,99348,828385
3574,2019,Gobernacin,COALICINMAGDALENAGANA,195776,217084
3575,2019,Gobernacin,COALICINMINARIO,276143,387230
3576,2019,Gobernacin,COALICINPARTCONSERVADORCAMBIORADICALLIBERALCENTRODEMOCRTICO,25766,21926
3577,2019,Gobernacin,COALICINPARTIDOCONSERVADORPARTIDOCAMBIORADICALPARTIDOASI,157741,315046
3578,2019,Gobernacin,COALICINPARTIDODELAUALIANZAVERDE,2910,16764
3579,2019,Gobernacin,COALICINPORANTIOQUIA,54139,978083
3580,2019,Gobernacin,COALICINPORLARECONCILIACINYELDESARROLLODENARIO,115258,387230
3581,2019,Gobernacin,COALICINPORQUESESPOSIBLE,236452,307070
3582,2019,Gobernacin,COALICINPORTODOSYPARATODOS,49389,75939
3583,2019,Gobernacin,COALICINPORUNVALLEINCLUYENTE,144052,322493
3584,2019,Gobernacin,COALICINPRIMEROELCHOC,25897,126752
3585,2019,Gobernacin,COALICINPUTUMAYOENSERIO,23032,97935
3586,2019,Gobernacin,COALICINSANTANDERBUENOJUSTICIAPARAMIGENTE,15205,389932
3587,2019,Gobernacin,COALICINSUCRERENACE,16962,208735
3588,2019,Gobernacin,COALICINTODOSPADELANTE,136828,206469
3589,2019,Gobernacin,COALICINTODOSSOMOSSUCRE,9853,208735
3590,2019,Gobernacin,COALICINTODOSSOMOSVICHADA,5763,35045
3591,2019,Gobernacin,COALICINUNCAMBIOPORLAGUAJIRA,149846,145126
3592,2019,Gobernacin,COALICINUNIDADTNICAYSOCIALUNCOMPROMISOCONGUAINA,6928,10997
3593,2019,Gobernacin,COALICINUNIDOSDECORAZN,1986,10742
3594,2019,Gobernacin,COALICINUNIDOSPODEMOS,38795,128281
3595,2019,Gobernacin,COALICINUNIDOSPORARAUCA,46503,57298
3596,2019,Gobernacin,COALICINUNIDOSPORCALDAS,208917,206469
3597,2019,Gobernacin,COALICINUNIDOSPORELCAQUET,23759,128281
3598,2019,Gobernacin,COALICINVAUPSPARATODOSEDUCACINYSALUD,1361,16690
3599,2019,Gobernacin,COALLAOPORTUNIDADDEAVANZARUNIDOS,10286,20656
3600,2019,Gobernacin,COALPACTOPORELDESARROLLOECONMICOYSOCIALDENTESDER,157807,276631
3601,2019,Gobernacin,COALPARTCONSERVADORLIBERALASIDELAUCENTRODEMOCRTICO,389737,320284
3602,2019,Gobernacin,COALPARTIDOASIPARTIDOCOLOMBIAJUSTALIBRES,162399,100115
3603,2019,Gobernacin,COALPARTIDOCONSERVADORCAMBIORADICALLIBERALPARTIDODELAU,327377,276631
3604,2019,Gobernacin,COALPARTIDOCONSERVADORCOLOMBIANOPARTIDOASI,180435,387230
3605,2019,Gobernacin,COALPARTIDOCONSERVADORCOLOMBIANOPARTIDODELAUPARTIDOASI,220612,343945
3606,2019,Gobernacin,COALPARTIDOCONSERVADORCOLOMBIANOPARTIDOLIBERALCOLOMBIANO,98244,100115
