,anio,eleccion,partido,pais,puesto,votos,censo
4353,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ARUBA,ORANJESTADCONSULADO,2,4867
4354,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,AUSTRALIA,MELBOURNE,48,4986
4355,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,AUSTRIA,VIENACONSULADO,1,1091
4356,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,BELGICA,BRUSELASCONSULADO,5,3080
4357,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,BOLIVIA,LAPAZCONSULADO,3,622
4358,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,BRASIL,BRASILIACONSULADO,8,654
4359,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,CANADA,CALGARYCONSULADO,122,5114
4360,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,CHILE,ANTOFAGASTACONSULADO,26,3736
4361,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,CHINAREPUBLICAPOPULAR,GUANGZHOUCONSULADO,2,181
4362,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,COREADELSUR,SEULEMBAJADA,3,247
4363,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,COSTARICA,SANJOSEEMBAJADA,12,9471
4364,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,CUBA,LAHABANACONSULADO,2,425
4365,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,CURAZAO,WILLEMSTADCONSULADO,10,1984
4366,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,DINAMARCA,COPENHAGUECONSULADO,1,334
4367,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ECUADOR,QUITOCONSULADO,32,15309
4368,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ELSALVADOR,SANSALVADORCONSULADO,1,591
4369,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,7,2087
4370,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ESPANA,BARCELONACONSULADO,199,27149
4371,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ESTADOSUNIDOS,ATLANTACONSULADO,1137,10815
4372,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,FRANCIA,PARISEMBAJADA,17,4544
4373,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,GUATEMALA,GUATEMALACONSULADO,2,1506
4374,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,HONDURAS,TEGUCIGALPAEMBAJADA,1,515
4375,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,HUNGRIA,BUDAPESTCONSULADO,1,196
4376,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,INGLATERRA,LONDRESCONSULADO,44,15893
4377,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,IRLANDA,DUBLNCONSULADO,1,339
4378,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ISRAEL,TELAVIVCONSULADO,1,1306
4379,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,ITALIA,MILANCONSULADO,14,5213
4380,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,JAPON,TOKIONAGOYA,1,72
4381,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,LUXEMBURGO,LUXEMBURGO,2,149
4382,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,MEXICO,MEXICOCONSULADO,30,8606
4383,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,NUEVAZELANDIA,AUCKLANDCONSULADO,6,1099
4384,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PAISESBAJOS,AMSTERDAMCONSULADO,3,2660
4385,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PANAMA,PANAMACONSULADO,19,18690
4386,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PARAGUAY,ASUNCIONEMBAJADA,4,476
4387,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PERU,LIMACONSULADO,13,5592
4388,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,POLONIA,VARSOVIACONSULADO,3,366
4389,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PORTUGAL,LISBOAEMBAJADA,6,828
4390,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,4,1378
4391,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,3,2654
4392,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,SUECIA,ESTOCOLMOCONSULADO,4,2478
4393,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,SUIZA,BERNACONSULADO,10,2705
4394,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,URUGUAY,MONTEVIDEOCONSULADO,2,846
4395,2022,CmaraTerritorial,COALICINMOVIMIENTOSALVACINNACIONALYCOLOMBIAJUSTALIBRES,VENEZUELA,CARACASCONSULADO,13,61410
4396,2022,CmaraTerritorial,FUERZACOLOMBIA,ALEMANIA,BERLINCONSULADO,96,3053
4397,2022,CmaraTerritorial,FUERZACOLOMBIA,ARGENTINA,BUENOSAIRESCONSULADO,38,14070
4398,2022,CmaraTerritorial,FUERZACOLOMBIA,ARUBA,ORANJESTADCONSULADO,8,4867
4399,2022,CmaraTerritorial,FUERZACOLOMBIA,AUSTRALIA,CANBERRACONSULADO,102,520
4400,2022,CmaraTerritorial,FUERZACOLOMBIA,AUSTRIA,VIENACONSULADO,15,1091
4401,2022,CmaraTerritorial,FUERZACOLOMBIA,BELGICA,BRUSELASCONSULADO,19,3080
4402,2022,CmaraTerritorial,FUERZACOLOMBIA,BOLIVIA,LAPAZCONSULADO,4,622
4403,2022,CmaraTerritorial,FUERZACOLOMBIA,BRASIL,BRASILIACONSULADO,12,654
4404,2022,CmaraTerritorial,FUERZACOLOMBIA,CANADA,CALGARYCONSULADO,165,5114
4405,2022,CmaraTerritorial,FUERZACOLOMBIA,CHILE,ANTOFAGASTACONSULADO,57,3736
4406,2022,CmaraTerritorial,FUERZACOLOMBIA,CHINAREPUBLICAPOPULAR,GUANGZHOUCONSULADO,4,181
4407,2022,CmaraTerritorial,FUERZACOLOMBIA,COREADELSUR,SEULEMBAJADA,3,247
4408,2022,CmaraTerritorial,FUERZACOLOMBIA,COSTARICA,SANJOSEEMBAJADA,54,9471
4409,2022,CmaraTerritorial,FUERZACOLOMBIA,CUBA,LAHABANACONSULADO,1,425
4410,2022,CmaraTerritorial,FUERZACOLOMBIA,CURAZAO,WILLEMSTADCONSULADO,7,1984
4411,2022,CmaraTerritorial,FUERZACOLOMBIA,DINAMARCA,COPENHAGUECONSULADO,13,334
4412,2022,CmaraTerritorial,FUERZACOLOMBIA,ECUADOR,QUITOCONSULADO,67,15309
4413,2022,CmaraTerritorial,FUERZACOLOMBIA,ELSALVADOR,SANSALVADORCONSULADO,2,591
4414,2022,CmaraTerritorial,FUERZACOLOMBIA,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,11,2087
4415,2022,CmaraTerritorial,FUERZACOLOMBIA,ESPANA,BARCELONACONSULADO,291,27149
4416,2022,CmaraTerritorial,FUERZACOLOMBIA,ESTADOSUNIDOS,ATLANTACONSULADO,967,10815
4417,2022,CmaraTerritorial,FUERZACOLOMBIA,FINLANDIA,HELSINKIEMBAJADA,2,330
4418,2022,CmaraTerritorial,FUERZACOLOMBIA,FRANCIA,PARISEMBAJADA,62,4544
4419,2022,CmaraTerritorial,FUERZACOLOMBIA,GUATEMALA,GUATEMALACONSULADO,11,1506
4420,2022,CmaraTerritorial,FUERZACOLOMBIA,HUNGRIA,BUDAPESTCONSULADO,1,196
4421,2022,CmaraTerritorial,FUERZACOLOMBIA,INGLATERRA,LONDRESCONSULADO,68,15893
4422,2022,CmaraTerritorial,FUERZACOLOMBIA,IRLANDA,DUBLNCONSULADO,8,339
4423,2022,CmaraTerritorial,FUERZACOLOMBIA,ISRAEL,TELAVIVCONSULADO,3,1306
4424,2022,CmaraTerritorial,FUERZACOLOMBIA,ITALIA,MILANCONSULADO,44,5213
4425,2022,CmaraTerritorial,FUERZACOLOMBIA,JAMAICA,KINGSTONCONSULADO,1,104
4426,2022,CmaraTerritorial,FUERZACOLOMBIA,JAPON,TOKIOCONSULADO,2,892
4427,2022,CmaraTerritorial,FUERZACOLOMBIA,LIBANO,BEIRUTCONSULADO,4,1060
4428,2022,CmaraTerritorial,FUERZACOLOMBIA,LUXEMBURGO,LUXEMBURGO,1,149
4429,2022,CmaraTerritorial,FUERZACOLOMBIA,MALASIA,KUALALUMPURCONSULADO,1,134
4430,2022,CmaraTerritorial,FUERZACOLOMBIA,MEXICO,MEXICOCONSULADO,56,8606
4431,2022,CmaraTerritorial,FUERZACOLOMBIA,NICARAGUA,MANAGUAEMBAJADA,1,290
4432,2022,CmaraTerritorial,FUERZACOLOMBIA,NUEVAZELANDIA,AUCKLANDCONSULADO,8,1099
4433,2022,CmaraTerritorial,FUERZACOLOMBIA,PAISESBAJOS,AMSTERDAMCONSULADO,17,2660
4434,2022,CmaraTerritorial,FUERZACOLOMBIA,PANAMA,PANAMACONSULADO,52,18690
4435,2022,CmaraTerritorial,FUERZACOLOMBIA,PARAGUAY,ASUNCIONEMBAJADA,1,476
4436,2022,CmaraTerritorial,FUERZACOLOMBIA,PERU,LIMACONSULADO,23,5592
4437,2022,CmaraTerritorial,FUERZACOLOMBIA,POLONIA,VARSOVIACONSULADO,3,366
4438,2022,CmaraTerritorial,FUERZACOLOMBIA,PORTUGAL,LISBOAEMBAJADA,5,828
4439,2022,CmaraTerritorial,FUERZACOLOMBIA,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,3,1378
4440,2022,CmaraTerritorial,FUERZACOLOMBIA,REPUBLICADESINGAPUR,SINGAPUREMBAJADA,1,257
4441,2022,CmaraTerritorial,FUERZACOLOMBIA,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,8,2654
4442,2022,CmaraTerritorial,FUERZACOLOMBIA,SUDAFRICA,PRETORIAEMBAJADA,3,137
4443,2022,CmaraTerritorial,FUERZACOLOMBIA,SUECIA,ESTOCOLMOCONSULADO,6,2478
4444,2022,CmaraTerritorial,FUERZACOLOMBIA,SUIZA,BERNACONSULADO,21,2705
4445,2022,CmaraTerritorial,FUERZACOLOMBIA,TRINIDADYTOBAGO,PUERTOESPAACONSULADO,2,227
4446,2022,CmaraTerritorial,FUERZACOLOMBIA,URUGUAY,MONTEVIDEOCONSULADO,2,846
4447,2022,CmaraTerritorial,FUERZACOLOMBIA,VENEZUELA,MARACAIBOCONSULADO,15,24887
4448,2022,CmaraTerritorial,PACTOHISTRICO,ALEMANIA,BERLINCONSULADO,1360,3053
4449,2022,CmaraTerritorial,PACTOHISTRICO,ARGENTINA,BUENOSAIRESCONSULADO,1538,14070
4450,2022,CmaraTerritorial,PACTOHISTRICO,ARUBA,ORANJESTADCONSULADO,144,4867
4451,2022,CmaraTerritorial,PACTOHISTRICO,ARZERBAIYAN,BAKUCONSULADO,6,30
4452,2022,CmaraTerritorial,PACTOHISTRICO,AUSTRALIA,CANBERRACONSULADO,2136,520
4453,2022,CmaraTerritorial,PACTOHISTRICO,AUSTRIA,VIENACONSULADO,201,1091
4454,2022,CmaraTerritorial,PACTOHISTRICO,BELGICA,BRUSELASCONSULADO,373,3080
4455,2022,CmaraTerritorial,PACTOHISTRICO,BOLIVIA,LAPAZCONSULADO,47,622
4456,2022,CmaraTerritorial,PACTOHISTRICO,BRASIL,BRASILIACONSULADO,510,654
4457,2022,CmaraTerritorial,PACTOHISTRICO,CANADA,CALGARYCONSULADO,3571,5114
4458,2022,CmaraTerritorial,PACTOHISTRICO,CHILE,ANTOFAGASTACONSULADO,1388,3736
4459,2022,CmaraTerritorial,PACTOHISTRICO,CHINAREPUBLICAPOPULAR,BEIJINGEMBAJADA,52,213
4460,2022,CmaraTerritorial,PACTOHISTRICO,COREADELSUR,SEULEMBAJADA,34,247
4461,2022,CmaraTerritorial,PACTOHISTRICO,COSTARICA,SANJOSEEMBAJADA,352,9471
4462,2022,CmaraTerritorial,PACTOHISTRICO,CUBA,LAHABANACONSULADO,138,425
4463,2022,CmaraTerritorial,PACTOHISTRICO,CURAZAO,WILLEMSTADCONSULADO,41,1984
4464,2022,CmaraTerritorial,PACTOHISTRICO,DINAMARCA,COPENHAGUECONSULADO,88,334
4465,2022,CmaraTerritorial,PACTOHISTRICO,ECUADOR,QUITOCONSULADO,575,15309
4466,2022,CmaraTerritorial,PACTOHISTRICO,EGIPTO,ELCAIROEMBAJADA,7,173
4467,2022,CmaraTerritorial,PACTOHISTRICO,ELSALVADOR,SANSALVADORCONSULADO,21,591
4468,2022,CmaraTerritorial,PACTOHISTRICO,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,80,2087
4469,2022,CmaraTerritorial,PACTOHISTRICO,ESPANA,BARCELONACONSULADO,8431,27149
4470,2022,CmaraTerritorial,PACTOHISTRICO,ESTADOSUNIDOS,ATLANTACONSULADO,7758,10815
4471,2022,CmaraTerritorial,PACTOHISTRICO,FINLANDIA,HELSINKIEMBAJADA,70,330
4472,2022,CmaraTerritorial,PACTOHISTRICO,FRANCIA,PARISEMBAJADA,1867,4544
4473,2022,CmaraTerritorial,PACTOHISTRICO,GHANA,ACCRACONSULADO,6,20
4474,2022,CmaraTerritorial,PACTOHISTRICO,GUATEMALA,GUATEMALACONSULADO,44,1506
4475,2022,CmaraTerritorial,PACTOHISTRICO,HONDURAS,TEGUCIGALPAEMBAJADA,12,515
4476,2022,CmaraTerritorial,PACTOHISTRICO,HUNGRIA,BUDAPESTCONSULADO,71,196
4477,2022,CmaraTerritorial,PACTOHISTRICO,INDIA,NUEVADELHIEMBAJADA,2,66
4478,2022,CmaraTerritorial,PACTOHISTRICO,INDONESIA,JAKARTACONSULADO,2,73
4479,2022,CmaraTerritorial,PACTOHISTRICO,INGLATERRA,LONDRESCONSULADO,1430,15893
4480,2022,CmaraTerritorial,PACTOHISTRICO,IRLANDA,DUBLNCONSULADO,51,339
4481,2022,CmaraTerritorial,PACTOHISTRICO,ISRAEL,TELAVIVCONSULADO,59,1306
4482,2022,CmaraTerritorial,PACTOHISTRICO,ITALIA,MILANCONSULADO,683,5213
4483,2022,CmaraTerritorial,PACTOHISTRICO,JAMAICA,KINGSTONCONSULADO,3,104
4484,2022,CmaraTerritorial,PACTOHISTRICO,JAPON,TOKIOCONSULADO,55,892
4485,2022,CmaraTerritorial,PACTOHISTRICO,KENIA,NAIROBIEMBAJADA,10,83
4486,2022,CmaraTerritorial,PACTOHISTRICO,LIBANO,BEIRUTCONSULADO,2,1060
4487,2022,CmaraTerritorial,PACTOHISTRICO,LUXEMBURGO,LUXEMBURGO,22,149
4488,2022,CmaraTerritorial,PACTOHISTRICO,MALASIA,KUALALUMPURCONSULADO,10,134
4489,2022,CmaraTerritorial,PACTOHISTRICO,MEXICO,MEXICOCONSULADO,914,8606
4490,2022,CmaraTerritorial,PACTOHISTRICO,NICARAGUA,MANAGUAEMBAJADA,11,290
4491,2022,CmaraTerritorial,PACTOHISTRICO,NORUEGA,OSLOEMBAJADA,79,576
4492,2022,CmaraTerritorial,PACTOHISTRICO,NUEVAZELANDIA,AUCKLANDCONSULADO,166,1099
4493,2022,CmaraTerritorial,PACTOHISTRICO,PAISESBAJOS,AMSTERDAMCONSULADO,390,2660
4494,2022,CmaraTerritorial,PACTOHISTRICO,PANAMA,PANAMACONSULADO,508,18690
4495,2022,CmaraTerritorial,PACTOHISTRICO,PARAGUAY,ASUNCIONEMBAJADA,16,476
4496,2022,CmaraTerritorial,PACTOHISTRICO,PERU,LIMACONSULADO,213,5592
4497,2022,CmaraTerritorial,PACTOHISTRICO,POLONIA,VARSOVIACONSULADO,62,366
4498,2022,CmaraTerritorial,PACTOHISTRICO,PORTUGAL,LISBOAEMBAJADA,131,828
4499,2022,CmaraTerritorial,PACTOHISTRICO,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,129,1378
4500,2022,CmaraTerritorial,PACTOHISTRICO,REPUBLICADEFILIPINAS,MANILACONSULADO,7,133
4501,2022,CmaraTerritorial,PACTOHISTRICO,REPUBLICADESINGAPUR,SINGAPUREMBAJADA,12,257
4502,2022,CmaraTerritorial,PACTOHISTRICO,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,99,2654
4503,2022,CmaraTerritorial,PACTOHISTRICO,REPUBLICASOCIALISTADEVIETNAM,HANOICONSULADO,3,52
4504,2022,CmaraTerritorial,PACTOHISTRICO,RUSIA,MOSCUEMBAJADA,56,641
4505,2022,CmaraTerritorial,PACTOHISTRICO,SUDAFRICA,PRETORIAEMBAJADA,13,137
4506,2022,CmaraTerritorial,PACTOHISTRICO,SUECIA,ESTOCOLMOCONSULADO,289,2478
4507,2022,CmaraTerritorial,PACTOHISTRICO,SUIZA,BERNACONSULADO,674,2705
4508,2022,CmaraTerritorial,PACTOHISTRICO,TAILANDIA,BANGKOKCONSULADO,8,99
4509,2022,CmaraTerritorial,PACTOHISTRICO,TRINIDADYTOBAGO,PUERTOESPAACONSULADO,7,227
4510,2022,CmaraTerritorial,PACTOHISTRICO,TURQUIA,ANKARACONSULADO,34,83
4511,2022,CmaraTerritorial,PACTOHISTRICO,URUGUAY,MONTEVIDEOCONSULADO,87,846
4512,2022,CmaraTerritorial,PACTOHISTRICO,VENEZUELA,CARACASCONSULADO,62,61410
4513,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ALEMANIA,BERLINCONSULADO,461,3053
4514,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ARGELIA,ARGELCONSULADO,2,18
4515,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ARGENTINA,BUENOSAIRESCONSULADO,249,14070
4516,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ARUBA,ORANJESTADCONSULADO,49,4867
4517,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ARZERBAIYAN,BAKUCONSULADO,2,30
4518,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRALIA,CANBERRACONSULADO,552,520
4519,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRIA,VIENACONSULADO,57,1091
4520,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,BELGICA,BRUSELASCONSULADO,98,3080
4521,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,BOLIVIA,LAPAZCONSULADO,24,622
4522,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,BRASIL,BRASILIACONSULADO,101,654
4523,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,CANADA,CALGARYCONSULADO,1067,5114
4524,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,CHILE,ANTOFAGASTACONSULADO,340,3736
4525,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,CHINAREPUBLICAPOPULAR,BEIJINGEMBAJADA,17,213
4526,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,COREADELSUR,SEULEMBAJADA,13,247
4527,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,COSTARICA,SANJOSEEMBAJADA,142,9471
4528,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,CUBA,LAHABANACONSULADO,9,425
4529,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,CURAZAO,WILLEMSTADCONSULADO,6,1984
4530,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,DINAMARCA,COPENHAGUECONSULADO,23,334
4531,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ECUADOR,QUITOCONSULADO,216,15309
4532,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,EGIPTO,ELCAIROEMBAJADA,2,173
4533,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ELSALVADOR,SANSALVADORCONSULADO,18,591
4534,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,EMIRATOSARABESUNIDOS,ABUDHABICONSULADO,51,2087
4535,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ESPANA,BARCELONACONSULADO,1569,27149
4536,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ESTADOSUNIDOS,ATLANTACONSULADO,3648,10815
4537,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,FINLANDIA,HELSINKIEMBAJADA,18,330
4538,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,FRANCIA,PARISEMBAJADA,481,4544
4539,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,GHANA,LAGOS,3,10
4540,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,GUATEMALA,GUATEMALACONSULADO,49,1506
4541,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,HONDURAS,TEGUCIGALPAEMBAJADA,10,515
4542,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,HUNGRIA,BUDAPESTCONSULADO,14,196
4543,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,INDIA,NUEVADELHIEMBAJADA,1,66
4544,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,INDONESIA,JAKARTACONSULADO,7,73
4545,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,INGLATERRA,LONDRESCONSULADO,381,15893
4546,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,IRLANDA,DUBLNCONSULADO,25,339
4547,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ISRAEL,TELAVIVCONSULADO,15,1306
4548,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,ITALIA,MILANCONSULADO,230,5213
4549,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,JAMAICA,KINGSTONCONSULADO,2,104
4550,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,JAPON,TOKIOCONSULADO,19,892
4551,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,KENIA,NAIROBIEMBAJADA,3,83
4552,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,LIBANO,BEIRUTCONSULADO,1,1060
4553,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,LUXEMBURGO,LUXEMBURGO,22,149
4554,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,MALASIA,KUALALUMPURCONSULADO,6,134
4555,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,MARRUECOS,RABATCONSULADO,3,38
4556,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,MEXICO,MEXICOCONSULADO,355,8606
4557,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,NICARAGUA,MANAGUAEMBAJADA,1,290
4558,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,NORUEGA,OSLOEMBAJADA,21,576
4559,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,NUEVAZELANDIA,AUCKLANDCONSULADO,70,1099
4560,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PAISESBAJOS,AMSTERDAMCONSULADO,147,2660
4561,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PANAMA,PANAMACONSULADO,213,18690
4562,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PARAGUAY,ASUNCIONEMBAJADA,8,476
4563,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PERU,LIMACONSULADO,127,5592
4564,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,POLONIA,VARSOVIACONSULADO,8,366
4565,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PORTUGAL,LISBOAEMBAJADA,44,828
4566,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,PUERTORICO,SANJUANDEPUERTORICOCONSULADO,28,1378
4567,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADEFILIPINAS,MANILACONSULADO,9,133
4568,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADESINGAPUR,SINGAPUREMBAJADA,23,257
4569,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADOMINICANA,SANTODOMINGOEMBAJADA,66,2654
4570,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,RUSIA,MOSCUEMBAJADA,9,641
4571,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,SUDAFRICA,PRETORIAEMBAJADA,6,137
4572,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,SUECIA,ESTOCOLMOCONSULADO,62,2478
4573,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,SUIZA,BERNACONSULADO,162,2705
4574,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,TAILANDIA,BANGKOKCONSULADO,4,99
4575,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,TRINIDADYTOBAGO,PUERTOESPAACONSULADO,3,227
4576,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,TURQUIA,ANKARACONSULADO,7,83
4577,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,URUGUAY,MONTEVIDEOCONSULADO,26,846
4578,2022,CmaraTerritorial,PARTIDOALIANZAVERDE,VENEZUELA,CARACASCONSULADO,58,61410
4579,2022,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ALEMANIA,BERLINCONSULADO,136,3053
4580,2022,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARGENTINA,BUENOSAIRESCONSULADO,183,14070
4581,2022,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARUBA,ORANJESTADCONSULADO,161,4867
4582,2022,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ARZERBAIYAN,BAKUCONSULADO,4,30
